0,1,2,3,4,5,6,7,8,ID
cuero, Carne de caza, h...,roble, vainilla, chocol...,mora, ciruela, casis,1161675
vainilla, roble, chocol...,mora, ciruela, fruta ne...,cuero, Terroso, aceto b...,99874
roble, vainilla, chocol...,mora, ciruela, fruta ne...,cuero, Terroso, humo,88835
vainilla, roble, cedro,mora, fruta negra, ciru...,cereza, frutos rojos, f...,1166613
mora, ciruela, frutos d...,tabaco, roble, chocolat...,cuero, Terroso, humo,1378627
frutos rojos,,,fruta negra,,,humo,,,2414881
mora, arándano, ciruela,roble, tabaco, vainilla,cuero, humo, Terroso,2521381
roble, tabaco, caramelo,fruta negra, mora, ciru...,Terroso, cuero, grafito,9072646
ciruela, mora, cereza n...,roble, tabaco, chocolat...,cuero, Terroso, hongo,1734624
frambuesa, grosella roj...,,suelo del bosque, cuero,,roble,,,1550258
roble, vainilla, tabaco,ciruela, casis, mora,cuero, hongo, cacao,1173646
roble, vainilla, tabaco,mora, casis, ciruela,Terroso, cuero, humo,1142378
tostada, galleta, brioc...,manzana, albaricoque, m...,minerales, tiza, Terros...,2454749
roble, vainilla, tabaco,cuero, Terroso, mineral...,casis, ciruela, mora,98621
mora, mermelada de mora...,,cereza, bebida cola de ...,,vainilla, chocolate, be...,1944490
mora, ciruela, cereza n...,roble, vainilla, tabaco,cereza, frambuesa, frut...,91140
vainilla, roble, chocol...,cuero, humo, Terroso,ciruela, frutos del bos...,,1206543
roble, vainilla, tabaco,ciruela, mora, fruta ne...,cuero, humo, minerales,75016
roble, chocolate, tabac...,ciruela, mora, frutos d...,cereza, frutos rojos, f...,7103
roble, vainilla, chocol...,cuero, Terroso, humo,ciruela, mora, fruta ne...,1152838
roble, vainilla, tabaco,cereza, fresa, frutos r...,cuero, Terroso, humo,1724002
roble, vainilla, tabaco,mora, ciruela, cereza n...,cuero, humo, Terroso,83357
roble, vainilla, chocol...,ciruela, fruta negra, f...,cereza, frutos rojos, c...,7410589
roble, vainilla, cedro,ciruela, casis, mora,cuero, Terroso, humo,3840090
roble, vainilla, tabaco,ciruela, mora, casis,Terroso, cuero, humo,1786290
fruta negra, ciruela, f...,pimienta,,,cereza, frutos rojos,,6471360
mora, ciruela, arándano,tabaco, chocolate, robl...,cerezo ácido, cereza, f...,4920918
vainilla, chocolate, ro...,ciruela, mora, cereza n...,cuero, humo, Terroso,1300451
ciruela pasa, pasas de ...,,humo, cacao, Terroso,café expreso, roble,,9644390
fruta negra, mora, casi...,cuero, Terroso, cacao,pimienta, canela, regal...,4567498
roble, tabaco, vainilla,mora, ciruela, fruta ne...,cuero, Terroso, humo,87426
roble, cedro, chocolate,fruta negra,,,cereza,,,2591625
roble, tabaco, vainilla,cuero, Terroso, hongo,ciruela, mora, cereza n...,1133661
roble, tabaco, chocolat...,fruta negra, mora, frut...,cuero, Terroso,,1251480
roble, vainilla, tabaco,mora, frutos del bosque...,,pimienta, regaliz, ajed...,1139293
mora, ciruela, frutos d...,Terroso, cuero, piedra,cereza, frambuesa, cere...,1938849
mora, ciruela, arándano,roble, chocolate, vaini...,cuero, aceto balsámico,...,1993972
mora, ciruela, casis,roble, tabaco, cedro,cuero, Terroso, humo,23767
cereza, frambuesa, frut...,humo, suelo del bosque,...,roble, vainilla, tabaco,1912241
roble, vainilla, café,mora, casis, fruta negr...,frambuesa, cereza, frut...,3807612
mora, arándano, ciruela,roble, tabaco, chocolat...,cuero, Terroso, cacao,7503511
ciruela, mora, arándano,roble, vainilla, carame...,pimienta, hierbas secas...,,1961607
roble, tabaco, chocolat...,mora, ciruela, frutos d...,cuero, Terroso, humo,1167280
mora, casis, casis,roble, tabaco, vainilla,cuero, Terroso, humo,1984446
mora, ciruela, frutos d...,cuero, Terroso, humo,roble, café, vainilla,1207204
cereza, fresa,,clavo de olor,,,No disponible,,,1563160
casis, mora, casis,roble, tabaco, cedro,cuero, Terroso, humo,1170233
ciruela, mora, arándano,roble, vainilla, tabaco,pimienta, regaliz, pimi...,31574
mora, casis, casis,roble, tabaco, vainilla,cuero, Terroso, humo,1179603
cereza, frambuesa, fres...,Terroso, cuero, hongo,roble, vainilla, tabaco,1249109
cuero, Terroso, mineral...,cereza, frambuesa, frut...,roble, vainilla, clavo ...,779873
cereza negra, ciruela, ...,cuero, minerales, humo,vainilla, roble, chocol...,1267148
roble, vainilla, chocol...,Terroso, cuero, cacao,frutos del bosque, mora...,,1214838
cereza, fresa, frambues...,roble, cedro, vainilla,cuero, Terroso, mineral...,2402916
mora, ciruela, fruta ne...,roble, vainilla, chocol...,pimienta, eucalipto, re...,13406
roble, tabaco, cedro,casis, casis, mora,cuero, Terroso, humo,79269
cereza, frutos rojos, f...,Terroso, cuero, humo,arándano, ciruela, cere...,6190334
mora, arándano, ciruela,roble, chocolate, tabac...,cereza, frambuesa, cere...,1947902
casis, mora, ciruela,Terroso, hongo, cuero,cereza, frambuesa, frut...,1366612
vainilla, roble, manteq...,manzana, manzana verde,...,cuero, Terroso, mineral...,1817391
cereza negra, fruta neg...,,roble, chocolate, coco,canela, hierbas secas, ...,736237
roble, vainilla, chocol...,mora, frutos del bosque...,,humo, cuero, Terroso,1191762
cereza, fresa, frambues...,roble, vainilla, chocol...,Terroso, suelo del bosq...,,6021914
roble, chocolate, tabac...,ciruela, mora, casis,cuero, Terroso, humo,95444
roble, vainilla, chocol...,mora, cereza negra, cir...,cuero, Terroso, mineral...,1167795
roble, tabaco, vainilla,cuero, Terroso, humo,mora, fruta negra, ciru...,1101191
cereza, frutos rojos, c...,cuero, Terroso, humo,roble, vainilla, tabaco,1188750
cuero, Terroso, mineral...,roble, chocolate, tabac...,cereza, cereza roja, fr...,97708
No disponible,,,No disponible,,,No disponible,,,9556162
cereza, frambuesa, fres...,cedro, vainilla,,Terroso,,,1615847
cereza, frutos rojos, f...,cuero, Terroso, humo,ciruela, mora, fruta ne...,1098772
frutos rojos, cereza, f...,cereza negra, mora, fru...,mezcla de especias para...,,,1311379
cereza, frutos rojos, f...,arándano, mora, ciruela,Terroso, cuero, mineral...,1185158
frambuesa, frutos rojos...,,hongo, Terroso, mineral...,pimienta, enebro, menta,2114287
No disponible,,,No disponible,,,No disponible,,,3136802
arándano rojo, frambues...,,canela, hierbas verdes,...,mezcla de especias para...,,,4261552
cereza, cereza roja, ci...,cereza negra, mora, cas...,minerales, aceto balsám...,,5985381
No disponible,,,No disponible,,,No disponible,,,7399520
cuero, alquitrán, humo,roble, vainilla, tabaco,cereza, frambuesa, cere...,1100699
roble, chocolate, cedro,cuero, Terroso, humo,frutos rojos, cereza, f...,1191976
frambuesa, cereza, fres...,Terroso, hongo, cuero,roble, vainilla, tabaco,24131
Terroso, minerales, ace...,roble, clavo de olor, m...,mermelada, fruta negra,...,1127672
cuero, humo,,cereza, arándano rojo, ...,pimienta blanca,,,4564659
mora, ciruela, fruta ne...,humo, cuero, Terroso,tabaco, vainilla, roble,77522
cereza, fresa,,roble,,,No disponible,,,8060876
vainilla, chocolate, ro...,cereza, fresa, frambues...,Terroso, suelo del bosq...,,1450598
cuero, Terroso,,cereza, arándano rojo, ...,tabaco, chocolate, vain...,1603614
fresa, cereza, frambues...,cuero, Terroso, humo,roble, tabaco, clavo de...,1173340
cereza,,,No disponible,,,No disponible,,,8528809
roble, vainilla, tabaco,mora, ciruela, frutos d...,cuero, Terroso, humo,1173140
mora, fruta negra, arán...,cuero, Terroso, mineral...,vainilla, roble, chocol...,1102163
mora, ciruela, casis,cuero, humo, grafito,cereza, frambuesa, frut...,1383440
frambuesa, frutos rojos...,,hongo, cuero, Terroso,roble, vainilla, cedro,1109332
frambuesa, cereza, frut...,Terroso, hongo, mineral...,roble, chocolate, eneld...,1731203
cereza, fresa, arándano...,cuero, hongo, Terroso,cedro, clavo de olor, r...,7242
mora, cereza negra, fru...,cereza, frambuesa, gros...,suelo del bosque, cuero...,,1513624
roble, vainilla, tabaco,cuero, Terroso, humo,cereza, frambuesa, frut...,1409166
cereza, frutos rojos, f...,tabaco, roble, cedro,cuero, Terroso, Carne d...,6249594
roble, vainilla, chocol...,ciruela, mora, frutos d...,cuero, humo, Terroso,76786
cereza, cereza roja, fr...,tabaco, roble, chocolat...,cuero, aceto balsámico,...,1239321
roble, tabaco, chocolat...,mora, ciruela, cereza n...,cuero, Terroso, humo,4225835
cuero, Terroso, humo,cereza, frutos rojos, f...,tabaco, roble, cedro,1174763
cuero, humo, minerales,mora, ciruela, casis,roble, chocolate, vaini...,1852753
roble, tabaco, vainilla,cuero, Terroso, humo,cereza, frutos rojos, f...,1187084
roble, vainilla, tabaco,cereza, frutos rojos, f...,cuero, aceto balsámico,...,5778393
cuero, Terroso, humo,tabaco, roble, chocolat...,cereza negra, ciruela, ...,4242995
roble, vainilla, tabaco,ciruela, mora, fruta ne...,cuero, humo, Terroso,1148822
roble, vainilla, chocol...,cereza, cereza roja, fr...,ciruela,,,4234703
ciruela, cereza negra, ...,roble, tabaco, vainilla,cuero, Terroso, humo,1194824
mora, casis, ciruela,roble, vainilla, tabaco,cuero, Terroso, humo,1127166
Terroso, cuero, aceto b...,mora, fruta negra, casi...,roble, tabaco,,1314354
frambuesa, frutos rojos,,casis,,,canela,,,6852826
cuero, aceto balsámico,...,frutos del bosque, ciru...,,roble, tabaco, café,8950538
roble, tabaco, vainilla,cereza, frambuesa, frut...,cuero, Terroso, humo,1142886
roble, vainilla, tabaco,fruta negra, frutos del...,,pimienta, regaliz, cane...,1142892
cereza, fresa, frambues...,minerales, suelo del bo...,,roble, vainilla, cedro,73275
roble, tabaco, vainilla,mora, ciruela, casis,cuero, Terroso, humo,2887
Terroso, cuero, hongo,cereza, frambuesa, arán...,cedro, clavo de olor, b...,75389
cereza negra, fruta neg...,,hinojo, tomillo,,hojas secas, minerales,,1109670
pimienta, regaliz,,mermelada de mora, frut...,,roble, vainilla, mezcla...,7985268
No disponible,,,No disponible,,,No disponible,,,11256104
frambuesa, cereza roja,...,regaliz, pimienta,,piedra, grafito, humo,11195095
mora, casis, ciruela,roble, tabaco, cedro,cuero, Terroso, humo,1099372
roble, vainilla, tabaco,mora, ciruela, casis,cuero, Terroso, humo,1149558
cereza, frutos rojos, f...,mora, ciruela, frutos d...,Terroso, humo, minerale...,1589044
tabaco, roble, vainilla,mora, ciruela, cereza n...,cuero, Terroso, humo,1098915
ciruela roja, fresa, ce...,Terroso, cuero, tiza,cedro, clavo de olor, b...,7956926
frutos rojos, cereza, f...,Terroso, hongo, grafito,roble, chocolate, vaini...,23134
frambuesa, fresa, cerez...,jengibre, minerales, ca...,clavo de olor, chocolat...,,1472446
cereza negra, ciruela, ...,granada,,,regaliz,,,9064817
arándano rojo, cereza, ...,Terroso, suelo del bosq...,,casis, mermelada de bay...,,4916760
roble, tabaco, chocolat...,ciruela, casis, mora,pimienta, regaliz, pimi...,4177791
fresa, cereza, frambues...,humo, Terroso, suelo de...,roble, vainilla, clavo ...,2065206
mora, casis, ciruela,vainilla, roble, chocol...,humo, cuero, Terroso,96800
cereza, frutos rojos, f...,Terroso, cuero, ceniza,tabaco, roble, cedro,3865549
mora, arándano, frutos ...,frambuesa, cereza, frut...,minerales, Carne adobad...,,2477779
roble, vainilla, chocol...,mora, casis, ciruela,cuero, cacao, humo,1365589
No disponible,,,No disponible,,,No disponible,,,10445300
roble, tabaco, vainilla,cereza negra, fruta neg...,,cereza, frambuesa, gros...,1736300
cereza, frambuesa, frut...,suelo del bosque, miner...,,mantequilla, roble,,1534236
cereza, fresa, frambues...,Terroso, cuero, mineral...,roble, vainilla, chocol...,779304
No disponible,,,No disponible,,,No disponible,,,11257687
mora, ciruela, arándano,cuero, Terroso, humo,cereza, frutos rojos, f...,82569
cereza, frambuesa, fres...,roble, vainilla, bebida...,Terroso, humo, minerale...,2018286
tabaco, roble, cedro,cuero, Terroso, humo,mora, casis, ciruela,79265
roble, tabaco, cedro,casis, mora, ciruela,cuero, Terroso, hongo,1168278
arándano rojo, frambues...,,cedro, vainilla, roble,cereza negra, fruta neg...,,1752856
roble, tabaco, cedro,casis, mora, fruta negr...,cuero, Terroso, humo,23769
roble, vainilla, tabaco,mora, ciruela, casis,cereza, frutos rojos, g...,1216120
cereza, fresa, frambues...,roble, clavo de olor, n...,mora, casis,,4628552
roble, vainilla, tabaco,mora, ciruela, casis,cuero, Terroso, humo,20980
cereza, frambuesa, fres...,mora, fruta negra, cere...,Terroso, cuero, suelo d...,3745428
fresa, frambuesa, cerez...,humo, minerales, hongo,tabaco, vainilla, roble,2084836
mora, cereza negra, cir...,roble, vainilla, tabaco,cereza, frutos rojos, f...,15901
cuero, Terroso, suelo d...,fresa, arándano rojo, c...,cereza negra, casis, ca...,4322802
fresa, cereza, frambues...,Terroso, carbón de leña...,,arándano, cereza negra,...,2047755
mora, ciruela, fruta ne...,roble, chocolate, tabac...,cuero, Terroso, humo,75855
mora, fruta negra, ciru...,roble, vainilla, chocol...,pimienta, regaliz, anís,1846109
cereza, fresa, frambues...,Terroso, hongo, humo,roble, vainilla, bebida...,2148945
frambuesa, fresa, cerez...,roble, vainilla, cedro,mora, ciruela, cereza n...,5067393
casis, casis, ciruela,roble, tabaco, vainilla,cuero, suelo del bosque...,,1739449
cereza, frutos rojos, f...,cuero, Terroso,,chocolate, vainilla,,8902884
roble, vainilla, chocol...,ciruela, mora, fruta ne...,cuero, Terroso, humo,82454
cereza, frambuesa, fres...,Terroso, hongo, suelo d...,roble, vainilla, chocol...,95337
roble, vainilla, tabaco,ciruela, mora, casis,cuero, Terroso, humo,1182352
roble, vainilla, tabaco,ciruela, fruta negra, a...,cereza, frambuesa, cere...,2053006
roble, tabaco, caramelo,Terroso, tiza,,regaliz, menta, pimient...,5635042
roble, vainilla, chocol...,mora, ciruela, fruta ne...,cuero, Terroso, hongo,3612096
No disponible,,,No disponible,,,No disponible,,,11073741
frambuesa, cereza roja,...,fruta negra, arándano,,caramelo de regaliz,,,10364075
fresa, cereza, frambues...,roble, vainilla, cedro,cuero, cacao, piedra tr...,6527768
fresa, cereza, frutos r...,minerales, Terroso, hum...,regaliz, hinojo, pimien...,1297706
aceituna negra, mora, c...,pimienta, regaliz, tomi...,cuero, Terroso, mineral...,5985470
fruta negra,,,frutos rojos,,,vainilla,,,11316523
frutos del bosque, frut...,,Terroso, sal, humo,cereza, fresa, arándano...,1160948
roble, tabaco, clavo de...,cereza negra, fruta neg...,,Terroso, cacao, suelo d...,10388414
roble,,,fresa, cereza, guinda,frutos del bosque, merm...,,1842515
ciruela, mora, fruta ne...,roble, chocolate, tabac...,cereza, frutos rojos, f...,2524646
roble, vainilla, tabaco,cereza, fresa, frutos r...,cuero, Terroso, humo,1254102
arándano, mora, casis,cereza, frambuesa, fres...,cuero, Terroso, piedra,5304645
fruta negra, mora, arán...,roble, vainilla, chocol...,cuero, aceto balsámico,...,9821111
pimienta,,,clavo de olor, roble,,cereza negra, mora, mer...,1179938
cedro, tabaco, vainilla,cuero, carne a la parri...,,pimienta,,,1375147
cereza, frutos rojos, f...,cuero, aceto balsámico,...,roble, tabaco, vainilla,5074652
cereza, frambuesa, frut...,cuero, Terroso, mineral...,mora, arándano, casis,6260550
cereza roja, cereza, fr...,frutos del bosque, cere...,,mantequilla, clavo de o...,,9538573
Terroso, humo,,tabaco,,,cerezo ácido,,,2492754
mora, arándano, ciruela,roble, chocolate, vaini...,cereza, frambuesa, frut...,15167
frutos rojos,,,No disponible,,,No disponible,,,7943727
cereza roja, cereza, ar...,pimienta, ajedrea,,cacao, cuero,,1623130
cereza, fresa, frambues...,roble, vainilla, chocol...,ciruela, cereza negra, ...,1704527
Terroso,,,No disponible,,,No disponible,,,2451629
fruta negra, mora,,regaliz,,,humo,,,1260641
roble, vainilla, clavo ...,ciruela, cereza negra, ...,Terroso, cuero, humo,3491
cereza, frambuesa, frut...,Terroso, minerales, hon...,arándano, mora, ciruela,99334
cereza, frambuesa,,cigarrera, tabaco,,ciruela,,,8502088
cereza, fresa fresca, f...,miel, suelo del bosque,...,arándano,,,9721453
frambuesa, cereza, fres...,higo,,,pétalo de rosa,,,11079278
eucalipto, menta, regal...,cereza,,,queso,,,1220524
mora,,,No disponible,,,No disponible,,,1745674
mora, fruta negra,,Terroso, hongo,,crema, queso,,3952282
roble, chocolate, vaini...,mora, casis, cereza neg...,cuero, Terroso, humo,3187
chocolate, roble, tabac...,cuero, minerales, Terro...,fruta negra, casis, mor...,1766323
ciruela, mora, arándano,roble, vainilla, chocol...,cereza, frambuesa, frut...,99045
frambuesa, cereza, frut...,Terroso, hongo, humo,roble, vainilla, tabaco,9279410
roble,,,No disponible,,,No disponible,,,9220355
cuero, Terroso, alquitr...,tabaco, chocolate amarg...,,cereza, cereza roja, fr...,100343
mora, fruta negra, casi...,Terroso, minerales, hum...,pimienta, hierbas secas...,,1516788
mandarina, cáscara de n...,,pétalo de rosa, violeta,,manzana verde,,,10022174
minerales, aceto balsám...,,mora, arándano, ciruela,roble, tabaco, vainilla,4470699
tabaco, tabaco para pip...,,fresa, cereza,,regaliz, ajedrea,,7583449
cereza, frutos rojos, f...,roble, tabaco, chocolat...,Terroso, cuero, hongo,100345
ajedrea, regaliz, hierb...,Terroso, cuero, miel,cereza, frutos rojos,,1213846
ciruela, cereza negra, ...,roble, vainilla, chocol...,pasas de uva, higo, cir...,6790862
frambuesa, cereza, frut...,cuero, minerales, suelo...,pimienta, canela, eucal...,6779365
cereza, frutos rojos, f...,tabaco, roble, vainilla,cuero, Terroso, hongo,2114063
roble, vainilla, café,fruta negra, mora, frut...,cereza, cereza roja, fr...,1908619
mora, ciruela, casis,frutos rojos, cereza, f...,aceto balsámico, Terros...,,1515895
fresa, frutos rojos, ce...,carbón de leña, Terroso...,,canela, regaliz, pimien...,2809968
frambuesa, frutos rojos...,,pimienta, regaliz, ajed...,casis, ciruela, arándan...,10238
Terroso, cuero, mineral...,cereza, frambuesa, frut...,mora, ciruela, arándano,60354
roble, vainilla, chocol...,cereza, fresa, frutos r...,cuero, Terroso, alquitr...,1861796
roble, chocolate, vaini...,ciruela, mora, frutos d...,cereza, frutos rojos, f...,1380075
vainilla, roble, chocol...,cereza negra, fruta neg...,,No disponible,,,1518289
mora, cereza negra, fru...,vainilla, mezcla de esp...,,pimienta, enebro, ajedr...,8216648
frambuesa, frutos rojos...,,Terroso, cuero, mineral...,pimienta, regaliz, anís,4429593
cereza, arándano rojo, ...,mermelada, ciruela,,minerales,,,2781993
roble, vainilla, chocol...,mora, fruta negra, ciru...,cuero, aceto balsámico,...,1246205
pimienta, ajedrea, pimi...,frambuesa, cereza, cere...,casis, ciruela,,2437011
cereza negra, casis,,roble,,,No disponible,,,9772891
frambuesa, frutos rojos...,,minerales, aceto balsám...,,naranja, cítrico, cásca...,4467630
mora, ciruela, casis,roble, chocolate, tabac...,cuero, Terroso, humo,779035
mora, ciruela, frutos d...,roble, chocolate, vaini...,cuero, humo, Terroso,74338
frutos rojos, cerezo ác...,,cereza negra, arándano,...,minerales, cuero, tabac...,1609477
fresa, cereza, cereza r...,fruta negra, mora, arán...,chocolate amargo, roble,,1424464
Terroso, minerales, cue...,ciruela, cereza negra, ...,cereza, frambuesa, cere...,1180828
vainilla, roble, chocol...,fruta negra, cereza neg...,,cuero, humo, aceto bals...,4369993
cuero, Terroso, humo,mora, fruta negra, ciru...,roble, tabaco, chocolat...,2097380
chocolate, roble, vaini...,mora, fruta negra, arán...,cuero, aceto balsámico,...,1283689
mora, mermelada, fruta ...,tabaco, vainilla, roble,cacao, Terroso, aceto b...,3211538
mora, ciruela, mermelad...,roble, chocolate, vaini...,cereza, frutos rojos, f...,7599805
cereza, fresa, frutos r...,Terroso, cuero, hongo,roble, vainilla, chocol...,1731875
cigarro, roble, tabaco,humo, aceto balsámico, ...,mora, ciruela, fruta ne...,1840483
roble, vainilla, tabaco,mora, ciruela, fruta ne...,cuero, humo, aceto bals...,7932
granada, cereza, frutos...,manzana, albaricoque,,humo,,,8122617
No disponible,,,No disponible,,,No disponible,,,11120089
cereza, granada, frutos...,cuero, Terroso, humo,violeta,,,5420467
No disponible,,,No disponible,,,No disponible,,,8578893
No disponible,,,No disponible,,,No disponible,,,9079167
chocolate, cedro, roble,frutos rojos, cereza, f...,mora, casis, arándano,3816558
tabaco, clavo de olor, ...,cuero, hongo,,mora,,,1379321
cereza, frutos rojos, f...,cuero, Terroso, humo,mora, ciruela, frutos d...,1803736
cereza, fresa, arándano...,violeta, escaramujo, pé...,tabaco, roble,,10688369
cereza roja, cereza, fr...,roble, vainilla, chocol...,mora, arándano, frutos ...,10504038
cereza, frutos rojos, f...,ciruela, cereza negra, ...,hinojo, menta,,7036693
roble, vainilla, clavo ...,cereza, frutos rojos, f...,ciruela, fruta negra, m...,9484262
mora, fruta negra, cere...,chocolate, vainilla, ro...,cereza, cereza roja, fr...,2186125
roble, vainilla, tabaco,mora, ciruela, cereza n...,cuero, Terroso, humo,1100700
frutos rojos, frambuesa...,,roble, tabaco, café,fruta negra, cereza neg...,,6159070
roble, vainilla, chocol...,mora, ciruela, fruta ne...,cuero, Terroso, humo,1105366
cereza, frambuesa, frut...,roble, bebida cola, vai...,hongo, Terroso, mineral...,1440345
roble, vainilla, chocol...,cereza, fresa, frambues...,ciruela, mora, mermelad...,1142062
mora, ciruela, arándano,roble, chocolate, vaini...,cuero, Terroso, humo,19429
fruta negra,,,No disponible,,,No disponible,,,1977414
vainilla, roble, cedro,pimienta, regaliz,,Terroso, Carne adobada,,1376169
cereza,,,No disponible,,,No disponible,,,3339715
cereza roja, ciruela ro...,,ciruela pasa,,,pera,,,3640467
minerales,,,No disponible,,,No disponible,,,8900170
cereza, arándano rojo,,chocolate, roble, vaini...,regaliz, pimienta,,8831079
chocolate, roble, tabac...,cereza, frutos rojos, f...,Terroso, cuero, suelo d...,1557064
cereza,,,pasas de uva negras,,,flores secas,,,9950217
roble, vainilla, tabaco,mora, ciruela, casis,cereza, frutos rojos, f...,2268061
ciruela, mora, fruta ne...,roble, café, vainilla,cuero, Terroso, mineral...,5175914
cereza, frutos rojos, f...,roble, tabaco, chocolat...,ciruela, mora, cereza n...,1170267
roble, chocolate, choco...,ceniza, aceto balsámico...,,cereza, frambuesa,,6487614
fresa, cereza, frutos r...,Terroso, cuero, hongo,pimienta, canela, hierb...,1128682
cereza, fresa, frambues...,cereza negra, arándano,...,cedro, caramelo, bebida...,1741371
roble, tabaco, vainilla,mora, ciruela, frutos d...,Terroso, cuero, humo,3215
cereza, frambuesa, frut...,Terroso, hongo, mineral...,roble, tabaco, vainilla,1243843
roble, vainilla, tabaco,ciruela, arándano, mora,Terroso, cuero, humo,2754353
higo,,,No disponible,,,No disponible,,,1473415
roble, chocolate, tabac...,mora, ciruela, fruta ne...,aceto balsámico, Terros...,,4791
arándano, ciruela, frut...,tabaco, chocolate, choc...,suelo del bosque, cuero...,,2100304
Terroso, cuero, hongo,cereza, frambuesa, gros...,cereza negra, mora,,7120337
roble, chocolate, cedro,cuero, Terroso, Carne d...,arándano, casis, cereza...,1168733
mora, ciruela, fruta ne...,roble, vainilla, tabaco,Terroso, suelo del bosq...,,4826808
ciruela, cereza negra, ...,roble, tabaco, cedro,cereza, frutos rojos, f...,1311725
tabaco, cedro, clavo de...,cuero, humo, cacao,cereza, cereza roja, ci...,1257444
arándano rojo, cereza, ...,roble, tabaco, cedro,Terroso, minerales, hon...,6513088
pimienta de Jamaica, nu...,,cereza, fresa, cereza B...,cuero, caldo de res, ca...,5975793
mermelada, fruta negra,...,minerales, cacao, cuero,roble, tabaco,,2081255
vainilla, chocolate, ro...,ciruela, mora, fruta ne...,cereza, frutos rojos, f...,1238859
roble, vainilla, chocol...,mora, arándano, fruta n...,cuero, Terroso, humo,1146111
frambuesa, cereza roja,...,pimienta Aleppo, pimien...,,Terroso,,,7712103
No disponible,,,No disponible,,,No disponible,,,8547785
vainilla, roble, chocol...,ciruela, mora, casis,cuero, humo, Terroso,5364329
ciruela, mora, casis,roble, tabaco, vainilla,Terroso, cuero, humo,1182585
mora, ciruela, arándano,cereza, frambuesa, frut...,roble, vainilla, tabaco,15088
roble, vainilla, chocol...,ciruela, mora, frutos d...,pasas de uva, higo, cir...,1148885
vainilla, roble, chocol...,ciruela, mora, mermelad...,cereza, frutos rojos, f...,2017637
vainilla, chocolate, ro...,mora, ciruela, fruta ne...,cuero, Terroso, humo,4291453
vainilla, chocolate, ta...,ciruela, mora, mermelad...,cereza, frutos rojos, f...,11890
roble, cedro, tabaco,pimienta, canela, regal...,mora, ciruela, cereza n...,2249996
humo, minerales, petról...,cereza, frutos rojos, a...,mantequilla, tabaco,,5081000
vainilla, roble, chocol...,cereza, fresa, frutos r...,ciruela, mora, arándano,5811554
roble, vainilla, chocol...,cuero, Terroso, hongo,cereza, frutos rojos, f...,1138572
vainilla, tabaco, roble,ciruela, mora, casis,cereza, frutos rojos, f...,9348311
mora, ciruela, frutos d...,vainilla, roble, tabaco,cuero, Terroso, humo,2701692
frambuesa, cereza, fres...,piel de limón, cítrico,...,cera,,,8986901
roble, tabaco, vainilla,cereza, frambuesa, cere...,cuero, Terroso, hongo,7383570
roble, vainilla, cedro,mora, frutos del bosque...,,cuero, humo, Terroso,1158166
casis, fruta negra, mor...,cuero, minerales, Terro...,cereza, frambuesa,,1839480
cereza negra, ciruela, ...,roble, vainilla, chocol...,cuero, Terroso, mineral...,1427985
mora, ciruela, frutos d...,roble, vainilla, tabaco,cereza, frambuesa, frut...,2357808
cuero, aceto balsámico,...,cereza, frutos rojos, f...,mora, ciruela, casis,1163379
café, roble, vainilla,pimienta, ajedrea,,mora,,,1866027
casis, ciruela, cereza ...,cereza, frambuesa, cere...,vainilla, roble, café,1152905
cereza,,,carne asada,,,queso,,,2567411
roble, tabaco, pacana,cuero, humo, minerales,ciruela, frutos del bos...,,2041645
cereza, ciruela roja, c...,vainilla, clavo de olor...,,cacao, humo,,5859535
cereza negra, ciruela, ...,Terroso, cuero, humo,cereza, frutos rojos, f...,89798
cereza, frutos rojos, f...,roble, vainilla, clavo ...,arándano, mora,,1165303
No disponible,,,No disponible,,,No disponible,,,12612557
roble, chocolate, vaini...,cereza, fresa, frutos r...,cuero, Terroso, cacao,1381293
No disponible,,,No disponible,,,No disponible,,,6181687
roble, chocolate, tabac...,mora, frutos del bosque...,,pimienta, canela, eucal...,4343755
Terroso, cuero, humo,mermelada, arándano, ce...,cereza, fresa, arándano...,6386218
mora, casis, fruta negr...,roble, chocolate amargo...,,jengibre, minerales, ca...,3791757
roble, vainilla, café,ciruela, casis, mora,cereza, arándano rojo,,1260770
roble, vainilla, chocol...,mora, ciruela, fruta ne...,cuero, humo, aceto bals...,1106662
frutos rojos, cereza, f...,chocolate, roble, mante...,arándano, casis,,5655851
cereza, frambuesa,,arándano rojo deshidrat...,,,tomillo,,,11513977
regaliz, pimienta,,pasas de uva negras, fr...,,mora, arándano,,8514257
roble, café, tabaco,casis, casis, frutos de...,cacao, cuero, minerales,78788
cereza, frambuesa, fres...,cuero, Terroso, alquitr...,roble, tabaco, vainilla,1460270
cereza, frutos rojos, f...,roble, vainilla, chocol...,Terroso, cuero, humo,77444
cereza, fresa, frutos r...,roble, chocolate, vaini...,cuero, Terroso, aceto b...,1739810
roble, vainilla, tabaco,ciruela, mora, fruta ne...,cuero, humo, aceto bals...,82952
cereza, arándano rojo, ...,pimienta, hierbas secas...,,Terroso, suelo del bosq...,,1189356
mora, arándano, cereza ...,roble, tabaco, vainilla,cereza, frutos rojos, f...,7276693
chocolate, vainilla, ch...,ciruela, frutos del bos...,,cereza, guinda, cereza ...,3758153
mora, casis, cereza neg...,cacao, cuero,,roble,,,9944599
mora, casis, frutos del...,roble, vainilla, tabaco,cuero, Terroso, aceto b...,4364843
